,Tag,Image Name
4781,"['tipped crests', 'tri-color']",2652708.jpeg
4782,"['harlequin', 'dark']",2652683.jpeg
4783,"['harlequin', 'pinstripe', 'quad-stripe', 'dark']",2652671.jpeg
4784,"['extreme harlequin', 'red base']",2336378.jpeg
4785,['extreme harlequin'],2490052.jpeg
4786,"['dalmatian', 'extreme harlequin', 'harlequin', 'tiger', 'tri-color']",2139140.jpeg
4787,"['dalmatian', 'extreme harlequin', 'ink spot', 'lavender']",2280509.jpeg
4788,"['dalmatian', 'tiger', 'yellow', 'tri-color']",2253739.jpeg
4789,['harlequin'],2321922.jpeg
4790,['harlequin'],2280451.jpeg
4791,['extreme harlequin'],2387326.jpeg
4792,"['dalmatian', 'partial pinstripe', 'ink spot']",2489531.jpeg
4793,"['lilly white', 'red base']",2387298.jpeg
4794,"['dalmatian', 'harlequin', 'ink spot']",2139209.jpeg
4795,"['extreme harlequin', 'cream']",2046215.jpeg
4796,['extreme harlequin'],2321879.jpeg
4797,['extreme harlequin'],2321895.jpeg
4798,"['brindle', 'peppered', 'portholes', 'orange']",2652659.jpeg
4799,"['reverse pinstripe', 'orange']",2652647.jpeg
4800,"['dalmatian', 'portholes', 'red', 'phantom']",2652618.jpeg
4801,"['harlequin', 'pinstripe', 'quad-stripe', 'orange', 'dark']",2652605.jpeg
4802,"['brindle', 'dalmatian', 'yellow']",2652586.jpeg
4803,"['extreme harlequin', 'cream', 'dark']",1529710.jpeg
4804,"['harlequin', 'orange', 'dark', 'tri-color']",2652562.jpeg
4805,['extreme harlequin'],2336335.jpeg
4806,"['harlequin', 'dark']",2652503.jpeg
4807,"['harlequin', 'partial pinstripe', 'dark', 'white wall', 'tri-color']",2652494.jpeg
4808,"['dalmatian', 'red']",2652464.jpeg
4809,['dalmatian'],2308481.jpeg
4810,"['brindle', 'dalmatian', 'yellow']",2652432.jpeg
4811,"['dalmatian', 'yellow']",2534021.jpeg
4812,"['portholes', 'red', 'phantom', 'red base']",2652412.jpeg
4813,"['harlequin', 'pos halloween', 'drippy']",2652398.jpeg
4814,"['harlequin', 'partial pinstripe', 'orange', 'black']",2652377.jpeg
4815,"['brindle', 'quad-stripe', 'reverse pinstripe', 'orange']",2652371.jpeg
4816,"['harlequin', 'partial pinstripe', 'orange', 'tri-color']",2652357.jpeg
4817,"['dalmatian', 'peppered', 'yellow']",2652322.jpeg
4818,"['portholes', 'crowned', 'yellow']",2427432.jpeg
4819,"['harlequin', 'portholes', 'orange', 'dark']",2652304.jpeg
4820,"['pinstripe', 'black']",2652295.jpeg
4821,"['pinstripe', 'dark', 'white wall', 'tri-color']",2427420.jpeg
4822,"['dalmatian', 'dark', 'phantom']",2652280.jpeg
4823,"['harlequin', 'tri-color']",2589783.jpeg
4824,"['dalmatian', 'tiger', 'orange']",2652260.jpeg
4825,"['brindle', 'fringing', 'orange']",2652234.jpeg
4826,"['pinstripe', 'snowflake', 'tri-color', 'white tip']",2427384.jpeg
4827,"['pinstripe', 'orange', 'tangerine', 'tri-color']",2427371.jpeg
4828,"['extreme harlequin', 'harlequin']",2099674.jpeg
4829,"['extreme harlequin', 'harlequin']",2099664.jpeg
4830,"['harlequin', 'pinstripe', 'dark']",2551201.jpeg
4831,"['harlequin', 'pinstripe', 'cream', 'red']",2551179.jpeg
4832,"['partial pinstripe', 'pinstripe', 'lavender', 'white wall', 'tri-color']",2427320.jpeg
4833,"['pinstripe', 'white wall', 'tri-color', 'white tip']",2427303.jpeg
4834,"['pinstripe', 'white wall', 'tri-color']",2427283.jpeg
4835,"['harlequin', 'partial pinstripe', 'reverse pinstripe', 'orange', 'yellow']",2652041.jpeg
4836,"['pinstripe', 'dark', 'super stripe']",2427247.jpeg
4837,['tri-color'],2226877.jpeg
4838,['yellow'],2226885.jpeg
4839,"['pinstripe', 'orange', 'yellow', 'drippy']",2551038.jpeg
4840,"['dalmatian', 'portholes', 'red']",2551002.jpeg
4841,"['fringing', 'yellow', 'phantom']",2651977.jpeg
4842,"['harlequin', 'portholes', 'red']",2651967.jpeg
4843,"['olive', 'phantom']",1851371.jpeg
4844,"['dalmatian', 'harlequin', 'cream', 'red']",2550936.jpeg
4845,"['harlequin', 'snowflake', 'lavender']",2651925.jpeg
4846,"['pinstripe', 'quad-stripe', 'yellow', 'drippy']",2550886.jpeg
4847,"['quad-stripe', 'dark']",2472128.jpeg
4848,"['harlequin', 'pin-dashed', 'portholes', 'red']",2406733.jpeg
4849,['harlequin'],2372016.jpeg
4850,"['harlequin', 'snowflake', 'creamsicle']",2651865.jpeg
4851,"['dalmatian', 'pinstripe', 'reverse pinstripe', 'snowflake', 'orange', 'yellow', 'lavender', 'white wall', 'lilly white', 'empty back', 'phantom']",2651853.jpeg
4852,"['portholes', 'fringing', 'kneecaps', 'red', 'bi-color', 'phantom', 'patternless', 'red base']",2516548.jpeg
4853,['yellow'],2371843.jpeg
4854,"['extreme harlequin', 'tri-color']",2449701.jpeg
4855,['halloween'],2651392.jpeg
4856,"['dalmatian', 'pinstripe', 'crowned', 'olive']",2462419.jpeg
4857,"['dalmatian', 'peppered', 'lavender', 'dark', 'phantom']",2462381.jpeg
4858,"['dalmatian', 'red', 'lilly white', 'empty back', 'red base']",2462428.jpeg
4859,"['harlequin', 'lavender', 'dark', 'bi-color']",2478035.jpeg
4860,"['dalmatian', 'snowflake', 'furred', 'lavender', 'dark', 'bi-color']",2478041.jpeg
4861,"['harlequin', 'partial pinstripe', 'cold fusion']",2379930.jpeg
4862,"['dalmatian', 'snowflake', 'portholes', 'red base']",2487757.jpeg
4863,"['dalmatian', 'super dalmatian']",2588758.jpeg
4864,['dalmatian'],2588749.jpeg
4865,"['pinstripe', 'tri-color']",2651232.jpeg
4866,['harlequin'],2588647.jpeg
4867,"['pinstripe', 'quad-stripe', 'white out', 'white wall', 'tri-color']",2651224.jpeg
4868,"['tipped crests', 'dark', 'white wall', 'tri-color', 'white tip']",2371413.jpeg
4869,"['extreme harlequin', 'portholes']",1989682.jpeg
4870,"['extreme harlequin', 'partial pinstripe', 'fringing', 'kneecaps']",1989627.jpeg
4871,['harlequin'],2356731.jpeg
4872,"['snowflake', 'portholes', 'drippy', 'red base']",2587127.jpeg
4873,"['lilly white', 'red base']",2587091.jpeg
4874,"['flame', 'harlequin', 'yellow']",2651090.jpeg
4875,['dark'],2358036.jpeg
4876,"['dalmatian', 'tiger', 'red', 'dark', 'phantom']",2650977.jpeg
4877,"['harlequin', 'red']",2650957.jpeg
4878,"['pinstripe', 'snowflake', 'red', 'red base']",2650941.jpeg
4879,"['dalmatian', 'red', 'bi-color', 'phantom', 'red base']",2650914.jpeg
4880,"['harlequin', 'pinstripe', 'dark']",1654832.jpeg
4881,"['dalmatian', 'portholes', 'orange', 'phantom']",2650888.jpeg
4882,"['red', 'patternless']",2588235.jpeg
4883,"['extreme harlequin', 'red']",2650740.jpeg
4884,['extreme harlequin'],2409304.jpeg
4885,"['extreme harlequin', 'white wall', 'red base']",2513545.jpeg
4886,"['red', 'lilly white', 'phantom']",2588050.jpeg
4887,['dark'],2588045.jpeg
4888,['super dalmatian'],2587986.jpeg
4889,['super dalmatian'],2587982.jpeg
4890,"['dalmatian', 'harlequin', 'pinstripe', 'quad-stripe']",2223029.jpeg
4891,"['red', 'tri-color']",2587909.jpeg
4892,"['brindle', 'dalmatian']",2587904.jpeg
4893,"['dalmatian', 'flame', 'partial pinstripe', 'portholes', 'yellow']",2587893.jpeg
4894,"['flame', 'portholes']",2587886.jpeg
4895,"['harlequin', 'partial pinstripe', 'dark', 'tri-color']",2587881.jpeg
4896,"['het phantom', 'red', 'tri-color']",2595913.jpeg
4897,"['dark', 'soft scale', 'phantom']",2549401.jpeg
4898,"['pinstripe', 'quad-stripe', 'orange', 'yellow']",2549373.jpeg
4899,"['harlequin', 'pinstripe', 'cream', 'red', 'dark']",2549368.jpeg
4900,"['tailless', 'orange', 'dark', 'halloween']",2650489.jpeg
4901,"['harlequin', 'cream', 'red', 'white wall', 'red base']",2248077.jpeg
4902,"['harlequin', 'tri-color']",2252103.jpeg
4903,"['extreme harlequin', 'harlequin', 'snowflake', 'cream', 'lavender', 'drippy']",2587769.jpeg
4904,"['extreme harlequin', 'tri-color']",2474068.jpeg
4905,['harlequin'],2397919.jpeg
4906,['tri-color'],2587578.jpeg
4907,['red'],2650341.jpeg
4908,"['brindle', 'dalmatian', 'furred', 'phantom']",2313733.jpeg
4909,"['partial pinstripe', 'furred']",2313772.jpeg
4910,"['harlequin', 'partial pinstripe', 'portholes']",2313730.jpeg
4911,"['dalmatian', 'phantom', 'red base']",2313781.jpeg
4912,"['brindle', 'portholes']",2313823.jpeg
4913,"['harlequin', 'pinstripe', 'portholes']",2313897.jpeg
4914,"['brindle', 'het phantom', 'tiger', 'blushing', 'furred']",2313747.jpeg
4915,"['brindle', 'dalmatian', 'extreme harlequin', 'pinstripe', 'portholes', 'phantom']",2313836.jpeg
4916,['portholes'],2313970.jpeg
4917,"['brindle', 'dalmatian', 'red base']",2314060.jpeg
4918,['dark'],2314077.jpeg
4919,['harlequin'],2313988.jpeg
4920,"['harlequin', 'pinstripe', 'portholes']",2313962.jpeg
4921,"['flame', 'portholes', 'yellow']",2587483.jpeg
4922,"['brindle', 'dalmatian']",2587411.jpeg
4923,"['extreme harlequin', 'harlequin', 'blushing']",2587378.jpeg
4924,['bi-color'],2650235.jpeg
4925,"['pinstripe', 'quad-stripe', 'crowned', 'red']",2179368.jpeg
4926,"['pinstripe', 'quad-stripe', 'lavender']",2453408.jpeg
4927,['extreme harlequin'],2304696.jpeg
4928,"['harlequin', 'dark']",2650140.jpeg
4929,"['harlequin', 'dark']",2650133.jpeg
4930,"['cream', 'yellow']",2650125.jpeg
4931,"['tangerine', 'tri-color']",2650111.jpeg
4932,"['pinstripe', 'tri-color']",2304530.jpeg
4933,"['extreme harlequin', 'harlequin', 'partial pinstripe', 'pinstripe', 'quad-stripe']",1955050.jpeg
4934,"['white wall', 'tri-color']",2381010.jpeg
4935,"['yellow', 'patternless']",2531151.jpeg
4936,"['dalmatian', 'dark', 'tri-color']",2129015.jpeg
4937,"['dalmatian', 'harlequin', 'cream', 'red']",2547985.jpeg
4938,"['quad-stripe', 'red', 'drippy']",2586800.jpeg
4939,"['yellow', 'empty back', 'phantom']",2586742.jpeg
4940,"['dalmatian', 'flame', 'portholes']",2591898.jpeg
4941,"['pinstripe', 'white out', 'lavender']",2586667.jpeg
4942,"['dalmatian', 'phantom']",2644383.jpeg
4943,"['pinstripe', 'black']",2483093.jpeg
4944,"['cream', 'yellow']",2483081.jpeg
4945,"['quad-stripe', 'crowned']",2205298.jpeg
4946,"['extreme harlequin', 'red']",2586635.jpeg
4947,['red'],2586625.jpeg
4948,"['lilly white', 'super stripe']",2221419.jpeg
4949,"['lilly white', 'super stripe']",2221413.jpeg
4950,['super stripe'],2221389.jpeg
4951,"['dalmatian', 'red spot', 'orange', 'red base']",2174464.jpeg
4952,"['harlequin', 'portholes']",2649519.jpeg
4953,"['pinstripe', 'halloween']",2649502.jpeg
4954,"['harlequin', 'pinstripe', 'orange']",2649490.jpeg
4955,"['dalmatian', 'pin-dashed', 'cluster spots', 'yellow']",2174438.jpeg
4956,"['harlequin', 'dark']",2649480.jpeg
4957,"['pinstripe', 'cream', 'mocha']",2174429.jpeg
4958,"['dalmatian', 'harlequin', 'red spot', 'portholes', 'kneecaps', 'mocha']",2174416.jpeg
4959,"['dalmatian', 'super dalmatian', 'red', 'phantom']",2530613.jpeg
4960,"['pinstripe', 'pos red', 'tri-color', 'drippy']",1785939.jpeg
4961,"['dark', 'tri-color']",2649398.jpeg
4962,"['pinstripe', 'dark', 'tri-color']",2594507.jpeg
4963,"['harlequin', 'dark']",2594466.jpeg
4964,['portholes'],2132635.jpeg
4965,['harlequin'],2310041.jpeg
4966,['extreme harlequin'],2132610.jpeg
4967,['harlequin'],2310041.jpeg
4968,['extreme harlequin'],2132610.jpeg
4969,"['lilly white', 'axanthic']",2333102.jpeg
4970,"['harlequin', 'portholes', 'red', 'drippy', 'red base']",2594374.jpeg
4971,['tri-color'],2370186.jpeg
4972,['tri-color'],2370190.jpeg
4973,['tri-color'],2357228.jpeg
4974,"['pin-dashed', 'lavender', 'white wall', 'tri-color']",2586132.jpeg
4975,"['harlequin', 'tri-color']",2649039.jpeg
4976,"['snowflake', 'blushing', 'pos crowned', 'red', 'drippy']",2586088.jpeg
4977,"['red', 'patternless']",2401157.jpeg
4978,"['flame', 'red']",2585694.jpeg
4979,['brindle'],2331105.jpeg
4980,"['dalmatian', 'tipped crests']",2585638.jpeg
4981,['harlequin'],2648685.jpeg
4982,"['harlequin', 'red', 'drippy']",2648678.jpeg
4983,['phantom'],2562269.jpeg
4984,"['partial pinstripe', 'quad-stripe']",2562314.jpeg
4985,['harlequin'],2562328.jpeg
4986,['harlequin'],2562330.jpeg
4987,"['harlequin', 'super dalmatian', 'red', 'drippy']",2648672.jpeg
4988,"['dalmatian', 'orange']",2648662.jpeg
4989,"['dalmatian', 'quad-stripe', 'lavender']",2648657.jpeg
4990,"['dalmatian', 'harlequin', 'dark', 'tri-color']",2302825.jpeg
4991,"['harlequin', 'portholes', 'red']",2302813.jpeg
4992,['harlequin'],2648644.jpeg
4993,['super dalmatian'],2648639.jpeg
4994,['brindle'],2591800.jpeg
4995,"['partial pinstripe', 'orange', 'phantom']",1654803.jpeg
4996,"['harlequin', 'partial pinstripe']",2323256.jpeg
4997,['extreme harlequin'],2585503.jpeg
4998,['harlequin'],2323512.jpeg
4999,"['brindle', 'yellow', 'phantom']",2323518.jpeg
5000,"['extreme harlequin', 'red']",2585482.jpeg
5001,"['partial pinstripe', 'portholes', 'yellow', 'drippy']",1300624.jpeg
5002,"['harlequin', 'dark', 'drippy']",1654824.jpeg
5003,"['brindle', 'dalmatian', 'partial pinstripe', 'portholes', 'orange', 'phantom']",1654863.jpeg
5004,"['harlequin', 'partial pinstripe', 'portholes', 'dark']",1654810.jpeg
5005,"['brindle', 'dalmatian', 'orange', 'phantom']",1300622.jpeg
5006,"['harlequin', 'pinstripe', 'portholes', 'dark', 'tri-color']",1300625.jpeg
5007,"['extreme harlequin', 'partial pinstripe', 'portholes', 'tri-color']",1654794.jpeg
5008,"['portholes', 'red', 'bi-color']",1654852.jpeg
5009,"['extreme harlequin', 'dark', 'tri-color']",1654807.jpeg
5010,"['dalmatian', 'harlequin', 'partial pinstripe']",1654861.jpeg
5011,"['brindle', 'pinstripe', 'portholes', 'yellow', 'phantom']",1654809.jpeg
5012,"['harlequin', 'pinstripe', 'portholes', 'dark', 'tri-color']",1654813.jpeg
5013,"['harlequin', 'pinstripe', 'portholes', 'dark']",1654819.jpeg
5014,['tri-color'],2585393.jpeg
5015,"['pinstripe', 'lilly white', 'red base']",1884490.jpeg
5016,"['quad-stripe', 'drippy']",2260687.jpeg
5017,"['extreme harlequin', 'cream']",2260683.jpeg
5018,"['flame', 'partial pinstripe']",1945544.jpeg
5019,['harlequin'],1945532.jpeg
5020,['partial pinstripe'],2648448.jpeg
5021,['flame'],2648439.jpeg
5022,"['white wall', 'tri-color']",2379955.jpeg
5023,['brindle'],2648410.jpeg
5024,"['harlequin', 'partial pinstripe', 'dark']",2648402.jpeg
5025,"['yellow', 'phantom']",2401218.jpeg
5026,"['reverse pinstripe', 'portholes', 'yellow', 'phantom']",2401241.jpeg
5027,"['snowflake', 'portholes', 'yellow', 'phantom']",2401286.jpeg
5028,"['harlequin', 'partial pinstripe']",2191412.jpeg
5029,"['extreme harlequin', 'orange', 'black', 'dark', 'tri-color']",995224.jpeg
5030,"['harlequin', 'red', 'orange']",1760982.jpeg
5031,"['extreme harlequin', 'harlequin', 'cream', 'orange', 'creamsicle']",927947.jpeg
5032,"['pinstripe', 'black']",1884318.jpeg
5033,"['white wall', 'tri-color', 'drippy']",1761290.jpeg
5034,"['white out', 'black', 'white wall', 'tri-color', 'drippy']",1761018.jpeg
5035,"['white wall', 'tri-color', 'drippy']",1761242.jpeg
5036,"['dalmatian', 'pinstripe', 'ink spot', 'lavender', 'bi-color']",561644.jpeg
5037,"['dalmatian', 'quad-stripe', 'yellow', 'phantom']",2229715.jpeg
5038,"['dalmatian', 'pinstripe', 'portholes', 'yellow', 'phantom']",1876791.jpeg
5039,"['partial pinstripe', 'yellow', 'phantom']",2029416.jpeg
5040,"['quad-stripe', 'yellow', 'phantom']",2029407.jpeg
5041,"['quad-stripe', 'yellow', 'phantom']",2023942.jpeg
5042,"['partial pinstripe', 'quad-stripe', 'yellow', 'phantom']",2229729.jpeg
5043,"['quad-stripe', 'yellow', 'phantom']",1828606.jpeg
5044,"['dalmatian', 'pos quad-stripe', 'yellow', 'phantom']",2023939.jpeg
5045,"['dalmatian', 'super dalmatian', 'red spot', 'lavender', 'red base']",2648376.jpeg
5046,"['extreme harlequin', 'orange']",2648371.jpeg
5047,"['harlequin', 'partial pinstripe', 'tri-color']",2529368.jpeg
5048,"['pos dalmatian', 'portholes', 'red', 'patternless']",2648349.jpeg
5049,"['extreme harlequin', 'kneecaps', 'white wall', 'tri-color', 'drippy']",2648293.jpeg
5050,['drippy'],1819589.jpeg
5051,['solid back'],2273252.jpeg
5052,['extreme harlequin'],2273205.jpeg
5053,"['harlequin', 'partial pinstripe', 'dark']",2273210.jpeg
5054,"['white wall', 'tri-color', 'drippy']",2648247.jpeg
5055,"['extreme harlequin', 'yellow']",2648221.jpeg
5056,"['extreme harlequin', 'harlequin', 'tailless', 'dark']",2003308.jpeg
5057,"['tiger', 'orange', 'dark', 'phantom']",2584659.jpeg
5058,"['harlequin', 'dark', 'tri-color']",2584641.jpeg
5059,"['harlequin', 'empty back', 'red base']",2584625.jpeg
5060,"['harlequin', 'orange', 'tri-color']",2584567.jpeg
5061,['phantom'],2584520.jpeg
5062,"['snowflake', 'cream', 'black', 'drippy']",2528891.jpeg
5063,"['harlequin', 'lavender', 'drippy']",2647534.jpeg
5064,"['harlequin', 'yellow']",2647545.jpeg
5065,"['flame', 'lavender']",1883825.jpeg
5066,"['harlequin', 'red', 'cold fusion']",1763618.jpeg
5067,"['tri-color', 'drippy']",2584298.jpeg
5068,"['harlequin', 'pinstripe', 'red', 'cold fusion']",1763573.jpeg
5069,"['extreme harlequin', 'cold fusion']",1763554.jpeg
5070,"['harlequin', 'fringing', 'kneecaps', 'dark']",1883791.jpeg
5071,"['harlequin', 'cold fusion']",1763529.jpeg
5072,"['dalmatian', 'red']",2584206.jpeg
5073,"['harlequin', 'pinstripe', 'lavender']",1763399.jpeg
5074,"['harlequin', 'pinstripe', 'lavender']",1763376.jpeg
5075,"['harlequin', 'halloween']",2647965.jpeg
5076,"['red', 'phantom']",2647940.jpeg
5077,"['extreme harlequin', 'pin-dashed', 'red']",1763347.jpeg
5078,"['dalmatian', 'tiger', 'orange']",2647928.jpeg
5079,"['red', 'phantom']",1763281.jpeg
5080,['red'],2260072.jpeg
5081,"['extreme harlequin', 'red base']",2647861.jpeg
5082,['harlequin'],2647842.jpeg
5083,['extreme harlequin'],2647837.jpeg
5084,['harlequin'],2647828.jpeg
5085,['extreme harlequin'],2647822.jpeg
5086,"['lavender', 'dark']",2647797.jpeg
5087,"['partial pinstripe', 'reverse pinstripe', 'yellow']",1825114.jpeg
5088,"['harlequin', 'pinstripe', 'tri-color']",2647795.jpeg
5089,"['extreme harlequin', 'red', 'tri-color']",2647782.jpeg
5090,['quad-stripe'],2647775.jpeg
5091,['tri-color'],2647769.jpeg
5092,"['extreme harlequin', 'dark']",2583732.jpeg
5093,['tri-color'],2647704.jpeg
5094,['dalmatian'],2647649.jpeg
5095,"['cream', 'dark']",2223709.jpeg
5096,['harlequin'],2647569.jpeg
5097,['harlequin'],2647558.jpeg
5098,"['pos black', 'dark', 'pos dark', 'phantom']",2647543.jpeg
5099,['harlequin'],2647513.jpeg
5100,['dalmatian'],2647511.jpeg
5101,['harlequin'],2647499.jpeg
5102,['harlequin'],2647471.jpeg
5103,"['quad-stripe', 'red', 'lavender']",2647413.jpeg
5104,"['cream', 'tri-color']",2592311.jpeg
5105,['extreme harlequin'],2311692.jpeg
5106,"['pinstripe', 'dark', 'drippy']",2647393.jpeg
5107,['harlequin'],2647389.jpeg
5108,"['dalmatian', 'flame', 'red']",2592299.jpeg
5109,['harlequin'],2647376.jpeg
5110,"['brindle', 'dalmatian', 'partial pinstripe', 'yellow']",2337371.jpeg
5111,"['extreme harlequin', 'harlequin']",2647252.jpeg
5112,"['pinstripe', 'quad-stripe', 'fringing', 'kneecaps', 'lavender']",2643367.jpeg
5113,['phantom'],2643351.jpeg
5114,"['pinstripe', 'black']",2485871.jpeg
5115,"['dark', 'tri-color', 'drippy']",2357849.jpeg
5116,['red base'],2646784.jpeg
5117,['red base'],2646764.jpeg
5118,"['extreme harlequin', 'red base']",2646749.jpeg
5119,['extreme harlequin'],1867712.jpeg
5120,['extreme harlequin'],1867700.jpeg
5121,['extreme harlequin'],2646623.jpeg
5122,"['brindle', 'pinstripe', 'quad-stripe', 'reverse pinstripe', 'furred', 'yellow']",2510514.jpeg
5123,"['pinstripe', 'yellow']",2420123.jpeg
5124,['drippy'],2646484.jpeg
5125,"['lilly white', 'phantom']",2527045.jpeg
5126,"['lilly white', 'phantom']",2527038.jpeg
5127,['dark'],2527020.jpeg
5128,"['red', 'lilly white', 'phantom']",2527009.jpeg
5129,"['harlequin', 'pinstripe', 'dark']",1654843.jpeg
5130,"['orange', 'lilly white', 'phantom']",2526995.jpeg
5131,"['harlequin', 'partial pinstripe', 'dark']",1654845.jpeg
5132,"['harlequin', 'dark']",2526969.jpeg
5133,"['harlequin', 'dark']",1300630.jpeg
5134,"['harlequin', 'dark']",2496123.jpeg
5135,"['harlequin', 'red']",2496147.jpeg
5136,"['harlequin', 'partial pinstripe', 'dark']",2646380.jpeg
5137,"['harlequin', 'blushing']",2646354.jpeg
